BBA: <1,10>; 
GPF: <8,10>; 
GPE: <8,9>; 
GPH: <8,2>; 
GPG: <8,1>; 
GPJ: <8,4>; 
GPI: <8,3>; 
GPL: <8,6>; 
GPK: <8,5>; 
GPN: <8,8>; 
GPM: <8,7>; 
GPP: <8,10>; 
GPO: <8,9>; 
GPR: <8,2>; 
GPQ: <8,1>; 
GPT: <8,4>; 
GPS: <8,3>; 
GPV: <8,6>; 
GPU: <8,5>; 
GPX: <8,8>; 
GPW: <8,7>; 
GPY: <8,9>; 
GQA: <8,10>; 
GQC: <8,2>; 
GQB: <8,1>; 
GQE: <8,4>; 
GQD: <8,3>; 
GQG: <8,6>; 
GQF: <8,5>; 
GQI: <8,8>; 
GQH: <8,7>; 
GQK: <8,10>; 
GQJ: <8,9>; 
GQM: <8,2>; 
GQL: <8,1>; 
GQO: <8,4>; 
GQN: <8,3>; 
GQQ: <8,6>; 
GQP: <8,5>; 
GQS: <8,8>; 
GQR: <8,7>; 
GQU: <8,10>; 
GQT: <8,9>; 
GQW: <8,2>; 
GQV: <8,1>; 
GQY: <8,4>; 
GQX: <8,3>; 
GRB: <8,6>; 
GRA: <8,5>; 
GRD: <8,8>; 
GRC: <8,7>; 
GRF: <8,10>; 
GRE: <8,9>; 
GRH: <8,2>; 
GRG: <8,1>; 
GRJ: <8,4>; 
GRI: <8,3>; 
GRL: <8,6>; 
GRK: <8,5>; 
GRN: <8,8>; 
GRM: <8,7>; 
GRP: <8,10>; 
GRO: <8,9>; 
GRR: <8,2>; 
GRQ: <8,1>; 
GRT: <8,4>; 
GRS: <8,3>; 
GRV: <8,6>; 
GRU: <8,5>; 
GRX: <8,8>; 
GRW: <8,7>; 
GRY: <8,9>; 
GSA: <8,10>; 
GSC: <8,2>; 
GSB: <8,1>; 
GSE: <8,4>; 
GSD: <8,3>; 
GSG: <8,6>; 
GSF: <8,5>; 
GSI: <8,8>; 
GSH: <8,7>; 
GSK: <8,10>; 
GSJ: <8,9>; 
GSM: <8,2>; 
GSL: <8,1>; 
GSO: <8,4>; 
GSN: <8,3>; 
GSQ: <8,6>; 
GSP: <8,5>; 
GSS: <8,8>; 
GSR: <8,7>; 
GSU: <8,10>; 
GST: <8,9>; 
GSW: <8,2>; 
GSV: <8,1>; 
GSY: <8,4>; 
GSX: <8,3>; 
GTB: <8,6>; 
GTA: <8,5>; 
GTD: <8,8>; 
GTC: <8,7>; 
GTF: <8,10>; 
GTE: <8,9>; 
GTH: <8,2>; 
GTG: <8,1>; 
GTJ: <8,4>; 
GTI: <8,3>; 
GTL: <8,6>; 
GTK: <8,5>; 
GTN: <8,8>; 
GTM: <8,7>; 
GTP: <8,10>; 
GTO: <8,9>; 
GTR: <8,2>; 
GTQ: <8,1>; 
GTT: <8,4>; 
GTS: <8,3>; 
GTV: <8,6>; 
GTU: <8,5>; 
GTX: <8,8>; 
GTW: <8,7>; 
GTY: <8,9>; 
GUA: <8,10>; 
GUC: <8,2>; 
GUB: <8,1>; 
GUE: <8,4>; 
GUD: <8,3>; 
GUG: <8,6>; 
GUF: <8,5>; 
GUI: <8,8>; 
GUH: <8,7>; 
GUK: <8,10>; 
GUJ: <8,9>; 
GUM: <8,2>; 
GUL: <8,1>; 
GUO: <8,4>; 
GUN: <8,3>; 
GUQ: <8,6>; 
GUP: <8,5>; 
GUS: <8,8>; 
GUR: <8,7>; 
GUU: <8,10>; 
GUT: <8,9>; 
GUW: <8,2>; 
GUV: <8,1>; 
GUY: <8,4>; 
GUX: <8,3>; 
GVB: <8,6>; 
GVA: <8,5>; 
GVD: <8,8>; 
GVC: <8,7>; 
GVF: <8,10>; 
GVE: <8,9>; 
GVH: <8,2>; 
GVG: <8,1>; 
GVJ: <8,4>; 
GVI: <8,3>; 
GVL: <8,6>; 
GVK: <8,5>; 
GVN: <8,8>; 
GVM: <8,7>; 
GVP: <8,10>; 
GVO: <8,9>; 
GVR: <8,2>; 
GVQ: <8,1>; 
GVT: <8,4>; 
GVS: <8,3>; 
GVV: <8,6>; 
GVU: <8,5>; 
GVX: <8,8>; 
GVW: <8,7>; 
GVY: <8,9>; 
GWA: <8,10>; 
GWC: <8,2>; 
GWB: <8,1>; 
GWE: <8,4>; 
GWD: <8,3>; 
GWG: <8,6>; 
GWF: <8,5>; 
GWI: <8,8>; 
GWH: <8,7>; 
GWK: <8,10>; 
GWJ: <8,9>; 
GWM: <8,2>; 
GWL: <8,1>; 
GWO: <8,4>; 
GWN: <8,3>; 
GWQ: <8,6>; 
GWP: <8,5>; 
GWS: <8,8>; 
GWR: <8,7>; 
GWU: <8,10>; 
GWT: <8,9>; 
GWW: <8,2>; 
GWV: <8,1>; 
GWY: <8,4>; 
GWX: <8,3>; 
GXB: <8,6>; 
GXA: <8,5>; 
GXD: <8,8>; 
GXC: <8,7>; 
GXF: <8,10>; 
GXE: <8,9>; 
GXH: <8,2>; 
GXG: <8,1>; 
GXJ: <8,4>; 
GXI: <8,3>; 
GXL: <8,6>; 
GXK: <8,5>; 
GXN: <8,8>; 
GXM: <8,7>; 
GXP: <8,10>; 
GXO: <8,9>; 
GXR: <8,2>; 
GXQ: <8,1>; 
GXT: <8,4>; 
GXS: <8,3>; 
GXV: <8,6>; 
GXU: <8,5>; 
GXX: <8,8>; 
GXW: <8,7>; 
GXY: <8,9>; 
GYA: <8,10>; 
GYC: <8,2>; 
GYB: <8,1>; 
GYE: <8,4>; 
GYD: <8,3>; 
GYG: <8,6>; 
GYF: <8,5>; 
GYI: <8,8>; 
GYH: <8,7>; 
GYK: <8,10>; 
GYJ: <8,9>; 
GYM: <8,2>; 
GYL: <8,1>; 
GYO: <8,4>; 
GYN: <8,3>; 
GYQ: <8,6>; 
GYP: <8,5>; 
GYS: <8,8>; 
GYR: <8,7>; 
GYU: <8,10>; 
GYT: <8,9>; 
GYW: <8,2>; 
GYV: <8,1>; 
GYY: <8,4>; 
GYX: <8,3>; 
HAB: <8,6>; 
HAA: <8,5>; 
HAD: <8,8>; 
HAC: <8,7>; 
HAF: <8,10>; 
HAE: <8,9>; 
HAH: <8,2>; 
HAG: <8,1>; 
HAJ: <8,4>; 
HAI: <8,3>; 
HAL: <8,6>; 
HAK: <8,5>; 
HAN: <8,8>; 
HAM: <8,7>; 
HAP: <8,10>; 
HAO: <8,9>; 
HAR: <8,2>; 
HAQ: <8,1>; 
HAT: <8,4>; 
HAS: <8,3>; 
HAV: <8,6>; 
HAU: <8,5>; 
HAX: <8,8>; 
HAW: <8,7>; 
HAY: <8,9>; 
HBA: <8,10>; 
HBC: <8,2>; 
HBB: <8,1>; 
HBE: <8,4>; 
HBD: <8,3>; 
HBG: <8,6>; 
HBF: <8,5>; 
HBI: <8,8>; 
HBH: <8,7>; 
HBK: <8,10>; 
HBJ: <8,9>; 
HBM: <8,2>; 
HBL: <8,1>; 
HBO: <8,4>; 
HBN: <8,3>; 
HBQ: <8,6>; 
HBP: <8,5>; 
HBS: <8,8>; 
HBR: <8,7>; 
HBU: <8,10>; 
HBT: <8,9>; 
HBW: <8,2>; 
HBV: <8,1>; 
HBY: <8,4>; 
HBX: <8,3>; 
HCB: <8,6>; 
HCA: <8,5>; 
HCD: <8,8>; 
HCC: <8,7>; 
HCF: <8,10>; 
HCE: <8,9>; 
HCH: <8,2>; 
HCG: <8,1>; 
HCJ: <8,4>; 
HCI: <8,3>; 
HCL: <8,6>; 
HCK: <8,5>; 
HCN: <8,8>; 
HCM: <8,7>; 
HCP: <8,10>; 
HCO: <8,9>; 
HCR: <8,2>; 
HCQ: <8,1>; 
HCT: <8,4>; 
HCS: <8,3>; 
HCV: <8,6>; 
HCU: <8,5>; 
HCX: <8,8>; 
HCW: <8,7>; 
HCY: <8,9>; 
HDA: <8,10>; 
HDC: <8,2>; 
HDB: <8,1>; 
HDE: <8,4>; 
HDD: <8,3>; 
HDG: <8,6>; 
HDF: <8,5>; 
HDI: <8,8>; 
HDH: <8,7>; 
HDK: <8,10>; 
HDJ: <8,9>; 
HDM: <8,2>; 
HDL: <8,1>; 
HDO: <8,4>; 
HDN: <8,3>; 
HDQ: <8,6>; 
HDP: <8,5>; 
HDS: <8,8>; 
HDR: <8,7>; 
HDU: <8,10>; 
HDT: <8,9>; 
HDW: <8,2>; 
HDV: <8,1>; 
HDY: <8,4>; 
HDX: <8,3>; 
HEB: <8,6>; 
HEA: <8,5>; 
HED: <8,8>; 
HEC: <8,7>; 
HEF: <8,10>; 
HEE: <8,9>; 
HEH: <8,2>; 
HEG: <8,1>; 
HEJ: <8,4>; 
HEI: <8,3>; 
HEL: <8,6>; 
HEK: <8,5>; 
HEN: <8,8>; 
HEM: <8,7>; 
HEP: <8,10>; 
HEO: <8,9>; 
HER: <8,2>; 
HEQ: <8,1>; 
HET: <8,4>; 
HES: <8,3>; 
HEV: <8,6>; 
HEU: <8,5>; 
HEX: <8,8>; 
HEW: <8,7>; 
HEY: <8,9>; 
HFA: <8,10>; 
HFC: <9,2>; 
HFB: <9,1>; 
HFE: <9,4>; 
HFD: <9,3>; 
HFG: <9,6>; 
HFF: <9,5>; 
HFI: <9,8>; 
HFH: <9,7>; 
HFK: <9,10>; 
HFJ: <9,9>; 
HFM: <9,2>; 
HFL: <9,1>; 
HFO: <9,4>; 
HFN: <9,3>; 
HFQ: <9,6>; 
HFP: <9,5>; 
HFS: <9,8>; 
HFR: <9,7>; 
HFU: <9,10>; 
HFT: <9,9>; 
HFW: <9,2>; 
HFV: <9,1>; 
HFY: <9,4>; 
HFX: <9,3>; 
HGB: <9,6>; 
HGA: <9,5>; 
HGD: <9,8>; 
HGC: <9,7>; 
HGF: <9,10>; 
HGE: <9,9>; 
HGH: <9,2>; 
HGG: <9,1>; 
HGJ: <9,4>; 
HGI: <9,3>; 
HGL: <9,6>; 
HGK: <9,5>; 
HGN: <9,8>; 
HGM: <9,7>; 
HGP: <9,10>; 
HGO: <9,9>; 
HGR: <9,2>; 
HGQ: <9,1>; 
HGT: <9,4>; 
HGS: <9,3>; 
HGV: <9,6>; 
HGU: <9,5>; 
HGX: <9,8>; 
HGW: <9,7>; 
HGY: <9,9>; 
HHA: <9,10>; 
HHC: <9,2>; 
HHB: <9,1>; 
HHE: <9,4>; 
HHD: <9,3>; 
HHG: <9,6>; 
HHF: <9,5>; 
HHI: <9,8>; 
HHH: <9,7>; 
HHK: <9,10>; 
HHJ: <9,9>; 
HHM: <9,2>; 
HHL: <9,1>; 
HHO: <9,4>; 
HHN: <9,3>; 
HHQ: <9,6>; 
HHP: <9,5>; 
HHS: <9,8>; 
HHR: <9,7>; 
HHU: <9,10>; 
HHT: <9,9>; 
HHW: <9,2>; 
HHV: <9,1>; 
HHY: <9,4>; 
HHX: <9,3>; 
HIB: <9,6>; 
HIA: <9,5>; 
HID: <9,8>; 
HIC: <9,7>; 
HIF: <9,10>; 
HIE: <9,9>; 
HIH: <9,2>; 
HIG: <9,1>; 
HIJ: <9,4>; 
HII: <9,3>; 
HIL: <9,6>; 
HIK: <9,5>; 
HIN: <9,8>; 
HIM: <9,7>; 
HIP: <9,10>; 
HIO: <9,9>; 
HIR: <9,2>; 
HIQ: <9,1>; 
HIT: <9,4>; 
HIS: <9,3>; 
HIV: <9,6>; 
HIU: <9,5>; 
HIX: <9,8>; 
HIW: <9,7>; 
HIY: <9,9>; 
HJA: <9,10>; 
HJC: <9,2>; 
HJB: <9,1>; 
HJE: <9,4>; 
HJD: <9,3>; 
HJG: <9,6>; 
HJF: <9,5>; 
HJI: <9,8>; 
HJH: <9,7>; 
HJK: <9,10>; 
HJJ: <9,9>; 
HJM: <9,2>; 
HJL: <9,1>; 
HJO: <9,4>; 
HJN: <9,3>; 
HJQ: <9,6>; 
HJP: <9,5>; 
HJS: <9,8>; 
HJR: <9,7>; 
HJU: <9,10>; 
HJT: <9,9>; 
HJW: <9,2>; 
HJV: <9,1>; 
HJY: <9,4>; 
HJX: <9,3>; 
HKB: <9,6>; 
HKA: <9,5>; 
HKD: <9,8>; 
HKC: <9,7>; 
HKF: <9,10>; 
HKE: <9,9>; 
HKH: <9,2>; 
HKG: <9,1>; 
HKJ: <9,4>; 
HKI: <9,3>; 
HKL: <9,6>; 
HKK: <9,5>; 
HKN: <9,8>; 
HKM: <9,7>; 
HKP: <9,10>; 
HKO: <9,9>; 
HKR: <9,2>; 
HKQ: <9,1>; 
HKT: <9,4>; 
HKS: <9,3>; 
HKV: <9,6>; 
HKU: <9,5>; 
HKX: <9,8>; 
HKW: <9,7>; 
HKY: <9,9>; 
HLA: <9,10>; 
HLC: <9,2>; 
HLB: <9,1>; 
HLE: <9,4>; 
HLD: <9,3>; 
HLG: <9,6>; 
HLF: <9,5>; 
HLI: <9,8>; 
HLH: <9,7>; 
HLK: <9,10>; 
HLJ: <9,9>; 
HLM: <9,2>; 
HLL: <9,1>; 
HLO: <9,4>; 
HLN: <9,3>; 
HLQ: <9,6>; 
HLP: <9,5>; 
HLS: <9,8>; 
HLR: <9,7>; 
HLU: <9,10>; 
HLT: <9,9>; 
HLW: <9,2>; 
HLV: <9,1>; 
HLY: <9,4>; 
HLX: <9,3>; 
HMB: <9,6>; 
HMA: <9,5>; 
HMD: <9,8>; 
HMC: <9,7>; 
HMF: <9,10>; 
HME: <9,9>; 
HMH: <9,2>; 
HMG: <9,1>; 
HMJ: <9,4>; 
HMI: <9,3>; 
HML: <9,6>; 
HMK: <9,5>; 
HMN: <9,8>; 
HMM: <9,7>; 
HMP: <9,10>; 
HMO: <9,9>; 
HMR: <9,2>; 
HMQ: <9,1>; 
HMT: <9,4>; 
HMS: <9,3>; 
HMV: <9,6>; 
HMU: <9,5>; 
HMX: <9,8>; 
HMW: <9,7>; 
HMY: <9,9>; 
HNA: <9,10>; 
HNC: <9,2>; 
HNB: <9,1>; 
HNE: <9,4>; 
HND: <9,3>; 
HNG: <9,6>; 
HNF: <9,5>; 
HNI: <9,8>; 
HNH: <9,7>; 
HNK: <9,10>; 
HNJ: <9,9>; 
HNM: <9,2>; 
HNL: <9,1>; 
HNO: <9,4>; 
HNN: <9,3>; 
HNQ: <9,6>; 
HNP: <9,5>; 
HNS: <9,8>; 
HNR: <9,7>; 
HNU: <9,10>; 
HNT: <9,9>; 
HNW: <9,2>; 
HNV: <9,1>; 
HNY: <9,4>; 
HNX: <9,3>; 
HOB: <9,6>; 
HOA: <9,5>; 
HOD: <9,8>; 
HOC: <9,7>; 
HOF: <9,10>; 
HOE: <9,9>; 
HOH: <9,2>; 
HOG: <9,1>; 
HOJ: <9,4>; 
HOI: <9,3>; 
HOL: <9,6>; 
HOK: <9,5>; 
HON: <9,8>; 
HOM: <9,7>; 
HOP: <9,10>; 
HOO: <9,9>; 
HOR: <9,2>; 
HOQ: <9,1>; 
HOT: <9,4>; 
HOS: <9,3>; 
HOV: <9,6>; 
HOU: <9,5>; 
HOX: <9,8>; 
HOW: <9,7>; 
HOY: <9,9>; 
HPA: <9,10>; 
HPC: <9,2>; 
HPB: <9,1>; 
HPE: <9,4>; 
HPD: <9,3>; 
HPG: <9,6>; 
HPF: <9,5>; 
HPI: <9,8>; 
HPH: <9,7>; 
HPK: <9,10>; 
HPJ: <9,9>; 
HPM: <9,2>; 
HPL: <9,1>; 
HPO: <9,4>; 
HPN: <9,3>; 
HPQ: <9,6>; 
HPP: <9,5>; 
HPS: <9,8>; 
HPR: <9,7>; 
HPU: <9,10>; 
HPT: <9,9>; 
HPW: <9,2>; 
HPV: <9,1>; 
HPY: <9,4>; 
HPX: <9,3>; 
HQB: <9,6>; 
HQA: <9,5>; 
HQD: <9,8>; 
HQC: <9,7>; 
HQF: <9,10>; 
HQE: <9,9>; 
HQH: <9,2>; 
HQG: <9,1>; 
HQJ: <9,4>; 
HQI: <9,3>; 
HQL: <9,6>; 
HQK: <9,5>; 
HQN: <9,8>; 
HQM: <9,7>; 
HQP: <9,10>; 
HQO: <9,9>; 
HQR: <9,2>; 
HQQ: <9,1>; 
HQT: <9,4>; 
HQS: <9,3>; 
HQV: <9,6>; 
HQU: <9,5>; 
HQX: <9,8>; 
HQW: <9,7>; 
HQY: <9,9>; 
HRA: <9,10>; 
HRC: <9,2>; 
HRB: <9,1>; 
HRE: <9,4>; 
HRD: <9,3>; 
HRG: <9,6>; 
HRF: <9,5>; 
HRI: <9,8>; 
HRH: <9,7>; 
HRK: <9,10>; 
HRJ: <9,9>; 
HRM: <9,2>; 
HRL: <9,1>; 
HRO: <9,4>; 
HRN: <9,3>; 
HRQ: <9,6>; 
HRP: <9,5>; 
HRS: <9,8>; 
HRR: <9,7>; 
HRU: <9,10>; 
HRT: <9,9>; 
HRW: <9,2>; 
HRV: <9,1>; 
HRY: <9,4>; 
HRX: <9,3>; 
HSB: <9,6>; 
HSA: <9,5>; 
HSD: <9,8>; 
HSC: <9,7>; 
HSF: <9,10>; 
HSE: <9,9>; 
HSH: <9,2>; 
HSG: <9,1>; 
HSJ: <9,4>; 
HSI: <9,3>; 
HSL: <9,6>; 
HSK: <9,5>; 
HSN: <9,8>; 
HSM: <9,7>; 
HSP: <9,10>; 
HSO: <9,9>; 
HSR: <9,2>; 
HSQ: <9,1>; 
HST: <9,4>; 
HSS: <9,3>; 
HSV: <9,6>; 
HSU: <9,5>; 
HSX: <9,8>; 
HSW: <9,7>; 
HSY: <9,9>; 
HTA: <9,10>; 
HTC: <9,2>; 
HTB: <9,1>; 
HTE: <9,4>; 
HTD: <9,3>; 
HTG: <9,6>; 
HTF: <9,5>; 
HTI: <9,8>; 
HTH: <9,7>; 
HTK: <9,10>; 
HTJ: <9,9>; 
HTM: <9,2>; 
HTL: <9,1>; 
HTO: <9,4>; 
HTN: <9,3>; 
HTQ: <9,6>; 
HTP: <9,5>; 
HTS: <9,8>; 
HTR: <9,7>; 
HTU: <9,10>; 
HTT: <9,9>; 
HTW: <9,2>; 
HTV: <9,1>; 
HTY: <9,4>; 
HTX: <9,3>; 
HUB: <9,6>; 
HUA: <9,5>; 
HUD: <9,8>; 
HUC: <9,7>; 
HUF: <9,10>; 
HUE: <9,9>; 
HUH: <9,2>; 
HUG: <9,1>; 
HUJ: <9,4>; 
HUI: <9,3>; 
HUL: <9,6>; 
HUK: <9,5>; 
HUN: <9,8>; 
HUM: <9,7>; 
HUP: <9,10>; 
HUO: <9,9>; 
HUR: <9,2>; 
HUQ: <9,1>; 
HUT: <9,4>; 
HUS: <9,3>; 
HUV: <9,6>; 
HUU: <9,5>; 
HUX: <9,8>; 
HUW: <9,7>; 
HUY: <9,9>; 
HVA: <9,10>; 
HVC: <9,2>; 
HVB: <9,1>; 
HVE: <9,4>; 
HVD: <9,3>; 
HVG: <9,6>; 
HVF: <9,5>; 
HVI: <9,8>; 
HVH: <9,7>; 
HVK: <9,10>; 
HVJ: <9,9>; 
HVM: <9,2>; 
HVL: <9,1>; 
HVO: <9,4>; 
HVN: <9,3>; 
HVQ: <9,6>; 
HVP: <9,5>; 
HVS: <9,8>; 
HVR: <9,7>; 
HVU: <9,10>; 
HVT: <9,9>; 
HVW: <9,2>; 
HVV: <9,1>; 
HVY: <9,4>; 
HVX: <9,3>; 
HWB: <9,6>; 
HWA: <9,5>; 
HWD: <9,8>; 
HWC: <9,7>; 
HWF: <9,10>; 
HWE: <9,9>; 
HWH: <9,2>; 
HWG: <9,1>; 
HWJ: <9,4>; 
HWI: <9,3>; 
HWL: <9,6>; 
HWK: <9,5>; 
HWN: <9,8>; 
HWM: <9,7>; 
HWP: <9,10>; 
HWO: <9,9>; 
HWR: <9,2>; 
HWQ: <9,1>; 
HWT: <9,4>; 
HWS: <9,3>; 
HWV: <9,6>; 
HWU: <9,5>; 
HWX: <9,8>; 
HWW: <9,7>; 
HWY: <9,9>; 
HXA: <9,10>; 
HXC: <9,2>; 
HXB: <9,1>; 
HXE: <9,4>; 
HXD: <9,3>; 
HXG: <9,6>; 
HXF: <9,5>; 
HXI: <9,8>; 
HXH: <9,7>; 
HXK: <9,10>; 
HXJ: <9,9>; 
HXM: <9,2>; 
HXL: <9,1>; 
HXO: <9,4>; 
HXN: <9,3>; 
HXQ: <9,6>; 
HXP: <9,5>; 
HXS: <9,8>; 
HXR: <9,7>; 
HXU: <9,10>; 
HXT: <9,9>; 
HXW: <9,2>; 
HXV: <9,1>; 
HXY: <9,4>; 
HXX: <9,3>; 
HYB: <9,6>; 
HYA: <9,5>; 
HYD: <9,8>; 
HYC: <9,7>; 
HYF: <9,10>; 
HYE: <9,9>; 
HYH: <9,2>; 
HYG: <9,1>; 
HYJ: <9,4>; 
HYI: <9,3>; 
HYL: <9,6>; 
HYK: <9,5>; 
HYN: <9,8>; 
HYM: <9,7>; 
HYP: <9,10>; 
HYO: <9,9>; 
HYR: <9,2>; 
HYQ: <9,1>; 
HYT: <9,4>; 
HYS: <9,3>; 
HYV: <9,6>; 
HYU: <9,5>; 
HYX: <9,8>; 
HYW: <9,7>; 
HYY: <9,9>; 
IAA: <9,10>; 
IAC: <10,2>; 
IAB: <10,1>; 
IAE: <10,4>; 
IAD: <10,3>; 
IAG: <10,6>; 
IAF: <10,5>; 
IAI: <10,8>; 
IAH: <10,7>; 
IAK: <10,10>; 
IAJ: <10,9>; 
IAM: <10,2>; 
IAL: <10,1>; 
IAO: <10,4>; 
IAN: <10,3>; 
IAQ: <10,6>; 
IAP: <10,5>; 
IAS: <10,8>; 
IAR: <10,7>; 
IAU: <10,10>; 
IAT: <10,9>; 
IAW: <10,2>; 
IAV: <10,1>; 
IAY: <10,4>; 
IAX: <10,3>; 
IBB: <10,6>; 
IBA: <10,5>; 
IBD: <10,8>; 
IBC: <10,7>; 
IBF: <10,10>; 
IBE: <10,9>; 
IBH: <10,2>; 
IBG: <10,1>; 
IBJ: <10,4>; 
IBI: <10,3>; 
IBL: <10,6>; 
IBK: <10,5>; 
IBN: <10,8>; 
IBM: <10,7>; 
IBP: <10,10>; 
IBO: <10,9>; 
IBR: <10,2>; 
IBQ: <10,1>; 
IBT: <10,4>; 
IBS: <10,3>; 
IBV: <10,6>; 
IBU: <10,5>; 
IBX: <10,8>; 
IBW: <10,7>; 
IBY: <10,9>; 
ICA: <10,10>; 
ICC: <10,2>; 
ICB: <10,1>; 
ICE: <10,4>; 
ICD: <10,3>; 
ICG: <10,6>; 
ICF: <10,5>; 
ICI: <10,8>; 
ICH: <10,7>; 
ICK: <10,10>; 
ICJ: <10,9>; 
ICM: <10,2>; 
ICL: <10,1>; 
ICO: <10,4>; 
ICN: <10,3>; 
ICQ: <10,6>; 
ICP: <10,5>; 
ICS: <10,8>; 
ICR: <10,7>; 
ICU: <10,10>; 
ICT: <10,9>; 
ICW: <10,2>; 
ICV: <10,1>; 
ICY: <10,4>; 
ICX: <10,3>; 
IDB: <10,6>; 
IDA: <10,5>; 
IDD: <10,8>; 
IDC: <10,7>; 
IDF: <10,10>; 
IDE: <10,9>; 
IDH: <10,2>; 
IDG: <10,1>; 
IDJ: <10,4>; 
IDI: <10,3>; 
IDL: <10,6>; 
IDK: <10,5>; 
IDN: <10,8>; 
IDM: <10,7>; 
IDP: <10,10>; 
IDO: <10,9>; 
IDR: <10,2>; 
IDQ: <10,1>; 
IDT: <10,4>; 
IDS: <10,3>; 
IDV: <10,6>; 
IDU: <10,5>; 
IDX: <10,8>; 
IDW: <10,7>; 
IDY: <10,9>; 
IEA: <10,10>; 
IEC: <10,2>; 
IEB: <10,1>; 
IEE: <10,4>; 
IED: <10,3>; 
IEG: <10,6>; 
IEF: <10,5>; 
IEI: <10,8>; 
IEH: <10,7>; 
IEK: <10,10>; 
IEJ: <10,9>; 
IEM: <10,2>; 
IEL: <10,1>; 
IEO: <10,4>; 
IEN: <10,3>; 
IEQ: <10,6>; 
IEP: <10,5>; 
IES: <10,8>; 
IER: <10,7>; 
IEU: <10,10>; 
IET: <10,9>; 
IEW: <10,2>; 
IEV: <10,1>; 
IEY: <10,4>; 
IEX: <10,3>; 
IFB: <10,6>; 
IFA: <10,5>; 
IFD: <10,8>; 
IFC: <10,7>; 
IFF: <10,10>; 
IFE: <10,9>; 
IFH: <10,2>; 
IFG: <10,1>; 
IFJ: <10,4>; 
IFI: <10,3>; 
IFL: <10,6>; 
IFK: <10,5>; 
IFN: <10,8>; 
IFM: <10,7>; 
IFP: <10,10>; 
IFO: <10,9>; 
IFR: <10,2>; 
IFQ: <10,1>; 
IFT: <10,4>; 
IFS: <10,3>; 
IFV: <10,6>; 
IFU: <10,5>; 
IFX: <10,8>; 
IFW: <10,7>; 
IFY: <10,9>; 
IGA: <10,10>; 
IGC: <10,2>; 
IGB: <10,1>; 
IGE: <10,4>; 
IGD: <10,3>; 
IGG: <10,6>; 
IGF: <10,5>; 
IGI: <10,8>; 
IGH: <10,7>; 
IGK: <10,10>; 
IGJ: <10,9>; 
IGM: <10,2>; 
IGL: <10,1>; 
IGO: <10,4>; 
IGN: <10,3>; 
IGQ: <10,6>; 
IGP: <10,5>; 
IGS: <10,8>; 
IGR: <10,7>; 
IGU: <10,10>; 
IGT: <10,9>; 
IGW: <10,2>; 
IGV: <10,1>; 
IGY: <10,4>; 
IGX: <10,3>; 
IHB: <10,6>; 
IHA: <10,5>; 
IHD: <10,8>; 
IHC: <10,7>; 
IHF: <10,10>; 
IHE: <10,9>; 
IHH: <10,2>; 
IHG: <10,1>; 
IHJ: <10,4>; 
IHI: <10,3>; 
IHL: <10,6>; 
IHK: <10,5>; 
IHN: <10,8>; 
IHM: <10,7>; 
IHP: <10,10>; 
IHO: <10,9>; 
IHR: <10,2>; 
IHQ: <10,1>; 
IHT: <10,4>; 
IHS: <10,3>; 
IHV: <10,6>; 
IHU: <10,5>; 
IHX: <10,8>; 
IHW: <10,7>; 
IHY: <10,9>; 
IIA: <10,10>; 
IIC: <10,2>; 
IIB: <10,1>; 
IIE: <10,4>; 
IID: <10,3>; 
IIG: <10,6>; 
IIF: <10,5>; 
III: <10,8>; 
IIH: <10,7>; 
IIK: <10,10>; 
IIJ: <10,9>; 
IIM: <10,2>; 
IIL: <10,1>; 
IIO: <10,4>; 
IIN: <10,3>; 
IIQ: <10,6>; 
IIP: <10,5>; 
IIS: <10,8>; 
IIR: <10,7>; 
IIU: <10,10>; 
IIT: <10,9>; 
IIW: <10,2>; 
IIV: <10,1>; 
IIY: <10,4>; 
IIX: <10,3>; 
IJB: <10,6>; 
IJA: <10,5>; 
IJD: <10,8>; 
IJC: <10,7>; 
IJF: <10,10>; 
IJE: <10,9>; 
IJH: <10,2>; 
IJG: <10,1>; 
IJJ: <10,4>; 
IJI: <10,3>; 
IJL: <10,6>; 
IJK: <10,5>; 
IJN: <10,8>; 
IJM: <10,7>; 
IJP: <10,10>; 
IJO: <10,9>; 
IJR: <10,2>; 
IJQ: <10,1>; 
IJT: <10,4>; 
IJS: <10,3>; 
IJV: <10,6>; 
IJU: <10,5>; 
IJX: <10,8>; 
IJW: <10,7>; 
IJY: <10,9>; 
IKA: <10,10>; 
IKC: <10,2>; 
IKB: <10,1>; 
IKE: <10,4>; 
IKD: <10,3>; 
IKG: <10,6>; 
IKF: <10,5>; 
IKI: <10,8>; 
IKH: <10,7>; 
IKK: <10,10>; 
IKJ: <10,9>; 
IKM: <10,2>; 
IKL: <10,1>; 
IKO: <10,4>; 
IKN: <10,3>; 
IKQ: <10,6>; 
IKP: <10,5>; 
IKS: <10,8>; 
IKR: <10,7>; 
IKU: <10,10>; 
IKT: <10,9>; 
IKW: <10,2>; 
IKV: <10,1>; 
IKY: <10,4>; 
IKX: <10,3>; 
ILB: <10,6>; 
ILA: <10,5>; 
ILD: <10,8>; 
ILC: <10,7>; 
ILF: <10,10>; 
ILE: <10,9>; 
ILH: <10,2>; 
ILG: <10,1>; 
ILJ: <10,4>; 
ILI: <10,3>; 
ILL: <10,6>; 
ILK: <10,5>; 
ILN: <10,8>; 
